SITE,YEAR,TRANSECT,INTERCEPT,DBcm,SPP,INTcm,LENGTHcm,WIDTHcm,HEIGHTcm,STEMS,FLOWERS,KBBeggs,KBBlarva,NOTES,Area,
CZ4A,2008,112,5,759,LP,4,17,15,25,3,2,,,,801,
CZ4A,2008,112,6,810,LP,8,35,23,30,6,7,,,,2529,
CZ4A,2008,112,7,892,LP,9,12,9,26,1,1,,,,339,
CZ4A,2008,112,8,914,LP,2,10,5,10,1,0,,,,157,
CZ4A,2008,112,9,925,LP,60,67,51,30,46,30,,,,10735,
CZ4A,2008,112,10,1019,LP,23,31,23,24,10,7,,,,2240,
CZ4A,2008,112,11,1050,LP,15,15,8,19,1,1,,,,377,
CZ4A,2008,112,12,1076,LP,22,26,23,29,7,5,,,,1879,
CZ4A,2008,112,13,1140,LP,52,52,33,30,25,17,,,,5391,
CZ4A,2008,112,14,1228,LP,22,47,38,33,12,12,,,,5611,
CZ4A,2008,112,15,1281,LP,66,89,57,28,67,53,,,,15937,
CZ4A,2008,112,16,1321,LP,8,33,22,29,11,8,,,,2281,
CZ4A,2008,112,17,1362,LP,2,9,5,9,1,0,,,,141,
CZ4A,2008,112,18,1390,LP,4,11,6,25,1,1,,,,207,
CZ4A,2008,112,19,1431,LP,10,13,11,21,1,1,,,,449,
CZ4A,2008,112,20,1452,LP,3,8,3,7,2,0,,,,75,
CZ4A,2008,112,21,1537,LP,8,54,47,42,31,24,,,,7973,
CZ4A,2008,114,1,282,LP,28,79,62,36,24,11,,,,15387,
CZ4A,2008,114,2,383,LP,10,124,105,42,52,53,,,,40902,
CZ4A,2008,114,3,518,LP,40,50,29,37,8,7,,,,4555,
CZ4A,2008,114,4,677,LP,9,9,7,8,2,0,,,,198,
CZ4A,2008,114,5,699,LP,22,31,30,34,11,5,,,,2922,
CZ4A,2008,114,6,708,LP,13,54,49,36,27,12,,,,8312,
CZ4A,2008,114,7,729,LP,31,56,36,41,31,15,,,,6333,
CZ4A,2008,114,8,788,LP,10,13,10,21,2,0,,,,408,
CZ4A,2008,114,9,861,LP,49,91,87,43,105,63,,,,24871,
CZ4A,2008,114,10,990,LP,1,18,12,32,1,2,,,,679,
CZ4A,2008,114,11,997,LP,11,16,12,26,1,1,,,,603,
CZ4A,2008,114,12,1013,LP,16,36,31,31,15,11,,,,3506,
CZ4A,2008,114,13,1034,LP,35,46,37,31,18,10,,,,5347,
CZ4A,2008,114,14,1087,LP,20,29,25,17,9,3,,,,2278,
CZ4A,2008,114,15,1194,LP,19,29,15,39,2,2,,,,1367,
CZ4A,2008,114,16,1225,LP,6,22,12,30,5,2,,,,829,
CZ4A,2008,114,17,1293,LP,5,23,13,23,3,3,,,,939,
CZ4A,2008,116,1,416,LP,33,77,67,32,19,11,,,,16207,
CZ4A,2008,116,2,835,LP,4,44,25,28,10,8,,,,3456,
CZ4A,2008,116,3,854,LP,17,16,15,27,3,2,,,,754,
CZ4A,2008,116,4,883,LP,3,42,13,32,6,5,,,,1715,
CZ4A,2008,116,5,930,LP,32,46,29,32,19,15,,,,4191,
CZ4A,2008,116,6,969,LP,16,19,13,28,3,3,,,,776,
CZ4A,2008,116,7,985,LP,21,60,45,32,23,22,,,,8482,
CZ4A,2008,116,8,1022,LP,5,7,6,14,1,0,,,,132,
CZ4A,2008,116,9,1034,LP,45,76,52,36,43,43,,,,12415,
CZ4A,2008,116,10,1421,LP,51,57,52,26,15,10,,,,9311,
CZ4A,2008,120,1,1408,LP,6,10,7,6,1,0,,,,220,
CZ4A,2008,120,2,1515,LP,96,103,96,41,122,98,,,,31063,
CZ4A,2008,100,1,362,LP,32,56,45,34,23,21,,,,7917,
CZ4A,2008,100,2,846,LP,41,87,54,32,53,36,,,,14759,
CZ4A,2008,100,3,933,LP,30,60,46,31,28,17,,,,8671,
CZ4A,2008,100,4,1124,LP,25,27,21,21,6,5,,,,1781,
CZ4A,2008,100,5,1154,LP,1,20,10,28,6,4,,,,628,
CZ4A,2008,100,6,1171,LP,11,21,13,25,5,0,,,,858,
CZ4A,2008,100,7,1243,LP,17,57,41,28,22,17,,,,7342,
CZ4A,2008,100,8,1278,LP,2,17,12,22,4,4,,,,641,
CZ4A,2008,100,9,1296,LP,46,70,47,36,26,23,,,,10336,
CZ4A,2008,100,10,1351,LP,1,5,5,13,1,0,,,,79,
CZ4A,2008,100,11,1361,LP,29,43,27,33,16,10,,,,3647,
CZ4A,2008,100,12,1434,LP,24,28,25,27,13,8,,,,2199,
CZ4A,2008,100,13,1597,LP,9,34,19,23,7,9,,,,2029,
CZ4A,2008,100,14,1701,LP,10,14,13,25,2,2,,,,572,
CZ4A,2008,100,15,1729,LP,14,34,25,24,9,7,,,,2670,
CZ4A,2008,100,16,1749,LP,9,30,15,15,6,5,,,,1414,
CZ4A,2008,100,17,1781,LP,44,81,69,33,90,64,,,,17558,
CZ4A,2008,98,1,694,LP,34,42,37,27,14,6,,,,4882,
CZ4A,2008,98,2,734,LP,96,96,47,32,44,20,,,,14174,
CZ4A,2008,98,3,856,LP,6,9,5,7,1,0,,,,141,
CZ4A,2008,98,4,1278,LP,1,36,28,26,3,3,,,,3167,
CZ4A,2008,98,5,1290,LP,26,35,17,23,9,4,,,,1869,
CZ4A,2008,98,6,1345,LP,71,86,44,33,40,39,,,,11887,
CZ4A,2008,98,7,1578,LP,8,8,7,11,1,0,,,,176,
CZ4A,2008,98,8,1596,LP,16,16,9,24,3,3,,,,452,
CZ4A,2008,98,9,1612,LP,4,9,8,28,1,1,,,,226,
CZ4A,2008,98,10,1658,LP,7,21,11,21,3,2,,,,726,
CZ4A,2008,98,11,1675,LP,6,17,8,25,1,1,,,,427,
CZ4A,2008,98,12,1830,LP,6,9,6,7,1,0,,,,170,
CZ4D,2008,0,1,688,LP,12,17,16,9,2,1,,,,854,
CZ4D,2008,0,2,875,LP,19,32,27,36,4,3,,,,2714,
CZ4D,2008,0,3,1047,LP,15,23,14,18,2,1,,,,1012,
CZ4D,2008,7,,,LP,,,,,,,,,,0,
CZ4D,2008,14,1,690,LP,11,14,9,20,1,1,,,,396,
CZ4D,2008,21,,,LP,,,,,,,,,,0,
CZ4D,2008,28,1,419,LP,66,96,86,,72,76,,,,25936,
CZ4D,2008,28,2,514,LP,21,64,25,19,11,1,,,,5026,
CZ4D,2008,28,3,619,LP,10,15,10,14,1,0,,,,471,
CZ4D,2008,28,4,664,LP,16,38,8,17,3,5,,,,955,
CZ4D,2008,28,5,770,LP,8,10,9,23,1,1,,,,283,
CZ4D,2008,28,6,801,LP,12,37,36,29,9,8,,,,4184,
CZ4D,2008,28,7,1005,LP,3,9,9,19,1,1,,,,254,
CZ4D,2008,28,8,1054,LP,1,16,13,16,1,0,,,,653,
CZ4D,2008,28,9,1132,LP,2,20,10,9,2,0,,,,628,
CZ4D,2008,28,10,1707,LP,6,14,12,9,1,0,,,,528,
CZ4D,2008,35,1,175,LP,4,6,4,4,1,0,,,,75,
CZ4D,2008,35,2,453,LP,8,15,10,10,1,0,,,,471,
CZ4D,2008,35,3,570,LP,13,23,9,25,1,0,,,,650,
CZ4D,2008,35,4,740,LP,4,22,13,8,2,0,,,,898,
CZ4D,2008,35,5,904,LP,9,10,10,10,1,0,,,,314,
CZ4D,2008,35,6,1140,LP,13,16,14,16,1,0,,,,704,
CZ4D,2008,35,7,1275,LP,42,48,19,29,6,6,,,,2865,
CZ4D,2008,35,8,1773,LP,22,43,21,22,6,6,,,,2837,
CZ4D,2008,42,1,757,LP,13,25,23,9,1,1,,,,1806,
CZ4D,2008,42,2,547,LP,9,25,13,16,2,0,,,,1021,
CZ4D,2008,42,3,1045,LP,17,22,15,17,3,0,,,,1037,
CZ4D,2008,42,4,1370,LP,20,34,19,42,3,2,,,,2029,
CZ4D,2008,56,1,386,LP,20,20,16,24,3,3,,,,1005,
CZ4D,2008,63,1,215,LP,18,20,13,18,2,0,,,,817,
CZ4D,2008,63,2,288,LP,18,55,25,31,7,4,,,,4320,
CZ4D,2008,70,1,610,LP,6,11,13,9,1,0,,,,449,
CZ4D,2008,70,2,1019,LP,1,19,12,20,1,0,,,,716,
CZ4D,2008,70,3,1610,LP,10,12,11,10,1,0,,,,415,
CZ4D,2008,70,4,1787,LP,24,35,15,18,2,1,,,,1649,
CZ4D,2008,77,1,889,LP,23,44,27,10,7,0,,,,3732,
CZ4D,2008,84,,,LP,,,,,,,,,,0,
CZ4D,2008,91,,,LP,,,,,,,,,,0,
CZ4D,2008,98,,,LP,,,,,,,,,,0,
CZ4D,2008,105,1,1959,LP,3,15,3,16,1,0,,,,141,
CZ4D,2008,112,,,LP,,,,,,,,,,0,
CZ4D,2008,119,1,1612,LP,12,15,9,26,1,1,,,,424,
CZ4D,2008,119,2,1640,LP,16,27,14,25,2,0,,,,1187,
CZ4D,2008,126,1,1550,LP,7,9,8,15,1,0,,,,226,
CZ4D,2008,126,2,1650,LP,15,17,14,20,1,0,,,,748,
CZ4D,2008,126,3,1767,LP,22,43,18,31,4,3,,,,2432,
CZ4D,2008,133,,,LP,,,,,,,,,,0,
CZ4D,2008,140,1,850,LP,10,21,11,22,2,0,,,,726,
CZ4D,2008,140,2,1792,LP,13,16,9,16,2,0,,,,452,
CZ4D,2008,140,3,2092,LP,34,37,30,28,11,3,,,,3487,
CZ4D,2008,147,1,859,LP,10,19,13,16,1,0,,,,776,Fire Break
CZ4D,2008,147,2,986,LP,17,45,43,17,13,4,,,,6079,Fire Break
CZ4D,2008,147,3,1018,LP,8,13,9,15,1,0,,,,368,Fire Break
CZ4D,2008,147,4,1040,LP,11,17,13,22,1,1,,,,694,Fire Break
CZ4D,2008,147,5,1122,LP,18,31,24,27,4,3,,,,2337,Fire Break
CZ4D,2008,147,6,1172,LP,8,13,10,9,1,0,,,,408,Fire Break
CZ4D,2008,147,7,1210,LP,5,9,6,8,1,0,,,,170,Fire Break
CZ4D,2008,147,8,1331,LP,16,28,14,16,2,1,,,,1231,Fire Break
CZ4D,2008,147,9,1407,LP,4,8,5,14,1,0,,,,126,Fire Break
CZ4D,2008,147,10,1563,LP,7,31,17,15,3,0,,,,1656,Fire Break
CZ4D,2008,147,11,1581,LP,9,13,8,13,1,0,,,,327,Fire Break
CZ4D,2008,147,12,1836,LP,28,37,34,33,4,3,,,,3952,Fire Break
CZ4D,2008,147,13,2107,LP,13,21,14,28,2,2,,,,924,Fire Break
CZ4D,2008,147,14,2264,LP,8,16,14,18,2,1,,,,704,Fire Break
CZ4D,2008,154,1,994,LP,10,70,43,30,8,8,,,,9456,
CZ4D,2008,161,1,974,LP,20,45,27,35,6,4,,,,3817,
CZ4D,2008,168,,,LP,,,,,,,,,,0,
CZ4D,2008,175,1,116,LP,34,55,37,40,10,10,,,,6393,
CZ4D,2008,182,,,LP,,,,,,,,,,0,
CZ4D,2008,189,,,LP,,,,,,,,,,0,
CZ4D,2008,196,1,1681,LP,7,20,17,14,2,0,,,,1068,
CZ4D,2008,203,,,LP,,,,,,,,,,0,
CZ4D,2008,210,1,126,LP,4,31,13,18,2,0,,,,1266,
CZ4D,2008,217,1,38,LP,28,41,26,29,8,5,,,,3349,
CZ4D,2008,217,2,975,LP,11,12,11,7,1,0,,,,415,
CZ4D,2008,224,1,1065,LP,91,91,53,36,11,8,,,,15151,
CZ4D,2008,224,2,1324,LP,6,11,7,18,1,0,,,,242,
CZ4D,2008,224,3,1346,LP,10,39,31,24,5,0,,,,3798,
CZ4D,2008,224,4,2002,LP,48,54,35,31,10,5,,,,5937,
CZ4D,2008,231,1,82,LP,22,27,25,27,9,8,,,,2121,
CZ4D,2008,231,2,240,LP,37,40,26,24,5,5,,,,3267,3M1 treatment
CZ4D,2008,231,3,289,LP,21,21,15,15,3,2,,,,990,3M1 treatment
CZ4D,2008,231,4,841,LP,13,44,16,22,7,3,,,,2212,
CZ4D,2008,231,5,1012,LP,91,97,97,46,51,40,,,,29558,
CZ4D,2008,238,1,446,LP,11,15,9,13,2,0,,,,424,3F1 treatment
CZ4D,2008,238,2,521,LP,11,22,11,10,4,0,,,,760,3F1 treatment
CZ4D,2008,238,3,654,LP,6,13,7,6,1,0,,,,286,3F1 treatment
CZ4D,2008,238,4,724,LP,19,22,14,13,3,0,,,,968,3F1 treatment
CZ4D,2008,238,5,883,LP,34,41,23,19,5,0,,,,2962,3F1 treatment
CZ4D,2008,238,6,946,LP,8,11,9,10,1,0,,,,311,3F1 treatment
CZ4D,2008,238,7,1009,LP,10,12,10,11,1,0,,,,377,
CZ4D,2008,238,8,1123,LP,20,20,19,17,4,1,,,,1194,
CZ4D,2008,238,9,1155,LP,21,23,13,17,2,2,,,,939,
CZ4D,2008,238,10,1181,LP,16,27,16,16,6,0,,,,1357,
CZ4D,2008,245,,,LP,,,,,,,,,,0,
CZ4D,2008,252,1,652,LP,7,26,19,23,3,3,,,,1552,3C treatment
CZ4D,2008,252,2,682,LP,5,14,8,21,2,1,,,,352,3C treatment
CZ4D,2008,252,3,824,LP,6,16,9,30,1,1,,,,452,3C treatment
CZ4D,2008,252,4,867,LP,15,17,15,30,2,2,,,,801,3C treatment
CZ4D,2008,252,5,919,LP,2,24,13,42,2,2,,,,980,3C treatment
CZ4D,2008,252,6,1187,LP,9,26,12,21,3,3,,,,980,
CZ4D,2008,252,7,1544,LP,35,35,17,25,3,2,,,,1869,
CZ4D,2008,259,1,736,LP,14,22,16,21,2,0,,,,1106,2M1 treatment
CZ4D,2008,259,2,966,LP,10,12,13,19,1,0,,,,490,2M1 treatment
CZ4D,2008,259,3,1694,LP,2,12,11,24,1,1,,,,415,
CZ4D,2008,259,4,2007,LP,32,71,66,31,19,8,,,,14721,
CZ4D,2008,266,1,1035,LP,22,39,30,19,2,2,,,,3676,
CZ4D,2008,273,1,440,LP,12,16,11,21,1,1,,,,553,
CZ4D,2008,273,2,559,LP,15,55,27,34,8,7,,,,4665,
CZ4D,2008,273,3,602,LP,18,45,39,38,8,8,,,,5513,
CZ4D,2008,273,4,651,LP,55,57,38,37,12,9,,,,6804,
CZ4D,2008,273,5,794,LP,45,55,38,38,8,6,,,,6566,
CZ4D,2008,273,6,885,LP,30,43,44,29,10,4,,,,5944,
CZ4D,2008,273,7,1224,LP,15,17,10,26,1,1,,,,534,
CZ4D,2008,273,8,1268,LP,9,13,10,30,1,1,,,,408,
CZ4D,2008,273,9,1284,LP,21,35,15,32,3,4,,,,1649,
CZ4D,2008,273,10,1467,LP,25,25,17,30,2,2,,,,1335,
CZ4D,2008,280,1,439,LP,1,28,7,21,2,2,,,,616,2C treatment
CZ4D,2008,280,2,985,LP,2,34,31,22,5,2,,,,3311,2C treatment
CZ4D,2008,280,3,1290,LP,31,31,24,21,6,3,,,,2337,2C treatment
CZ4D,2008,287,1,1134,LP,6,13,10,14,2,0,,,,408,
CZ4D,2008,294,1,549,LP,44,53,35,18,8,4,,,,5827,
CZ4D,2008,294,2,630,LP,1,14,13,19,1,1,,,,572,
CZ4D,2008,294,3,660,LP,2,12,7,18,1,0,,,,264,
CZ4D,2008,294,4,679,LP,8,18,14,19,1,0,,,,792,
CZ4D,2008,294,5,807,LP,13,13,11,14,1,0,,,,449,
CZ4D,2008,294,6,1017,LP,15,24,17,24,2,1,,,,1282,
CZ4D,2008,294,7,1047,LP,5,8,5,17,1,0,,,,126,
CZ4D,2008,294,8,1075,LP,13,15,9,19,1,1,,,,424,
CZ4D,2008,294,9,1182,LP,3,9,7,22,1,1,,,,198,
CZ4D,2008,294,10,1716,LP,21,52,44,16,15,14,,,,7188,
CZ4D,2008,294,11,2199,LP,14,23,12,16,2,1,,,,867,
CZ4D,2008,301,1,906,LP,6,35,32,34,8,6,,,,3518,
CZ4D,2008,301,2,1637,LP,25,49,31,22,5,3,,,,4772,
CZ4D,2008,301,3,1691,LP,9,11,8,14,1,1,,,,276,
CZ4D,2008,308,1,475,LP,23,25,12,24,2,1,,,,942,
CZ4D,2008,308,2,847,LP,28,25,19,25,3,0,,,,1492,
CZ4D,2008,315,1,378,LP,10,10,7,18,1,0,,,,220,
CZ4D,2008,315,2,467,LP,8,18,9,24,2,2,,,,509,
CZ4D,2008,315,3,635,LP,24,72,71,34,35,25,,,,16059,
CZ4D,2008,315,4,804,LP,7,30,12,20,4,4,,,,1131,
CZ4D,2008,315,5,879,LP,9,16,7,22,1,1,,,,352,
CZ4D,2008,315,6,3638,LP,10,30,14,31,2,1,,,,1319,
CZ4D,2008,315,7,3826,LP,22,58,32,32,9,6,,,,5831,
CZ4D,2008,322,1,885,LP,29,33,29,24,7,5,,,,3006,
CZ4D,2008,322,2,1161,LP,4,5,4,8,1,0,,,,63,
CZ4D,2008,322,3,1323,LP,9,18,10,29,3,1,,,,565,
CZ4D,2008,329,,,LP,,,,,,,,,,0,
CZ4D,2008,336,1,728,LP,34,44,28,24,5,4,,,,3870,
CZ4D,2008,343,1,526,LP,53,61,23,27,7,4,,,,4408,
CZ4D,2008,343,2,745,LP,11,13,12,12,1,0,,,,490,
CZ4D,2008,343,3,770,LP,33,56,50,25,12,7,,,,8796,
CZ4D,2008,343,4,883,LP,6,21,21,19,2,0,,,,1385,
CZ4D,2008,343,5,895,LP,58,73,54,42,22,19,,,,12384,
CZ4D,2008,350,1,288,LP,61,80,69,49,26,8,,,,17341,
CZ4D,2008,350,2,384,LP,23,36,32,22,5,5,,,,3619,
CZ4D,2008,350,3,1004,LP,51,54,74,22,22,9,,,,12553,
CZ4D,2008,357,1,1073,LP,19,40,30,15,14,0,,,,3770,
CZ4D,2008,364,,,LP,,,,,,,,,,0,
CZ4D,2008,371,,,LP,,,,,,,,,,0,
CZ4D,2008,378,,,LP,,,,,,,,,,0,
CZ4D,2008,385,1,58,LP,3,28,17,9,3,0,,,,1495,
CZ4D,2008,392,,,LP,,,,,,,,,,0,
CZ4D,2008,399,,,LP,,,,,,,,,,0,
CZ4D,2008,406,1,56,LP,55,71,32,13,10,1,,,,7137,
CZ4D,2008,406,2,148,LP,39,51,37,21,16,0,,,,5928,
CZ4D,2008,406,3,214,LP,7,7,7,7,1,0,,,,154,
CZ4D,2008,406,4,792,LP,29,30,29,25,8,1,,,,2733,
CZ4D,2008,413,1,1010,LP,15,27,15,35,3,3,,,,1272,
CZ4D,2008,413,2,1120,LP,33,50,36,36,7,5,,,,5655,
CZ4D,2008,413,3,1229,LP,17,36,28,34,4,2,,,,3167,
CZ4D,2008,413,4,1265,LP,15,22,14,22,1,3,,,,968,
CZ4D,2008,420,1,52,LP,6,10,6,6,1,0,,,,188,
CZ4D,2008,427,1,590,LP,17,35,30,25,5,4,,,,3299,
CZ4D,2008,427,2,1527,LP,10,18,14,14,2,0,,,,792,
CZ4D,2008,427,3,1600,LP,5,14,8,8,2,0,,,,352,
CZ4D,2008,434,,,LP,,,,,,,,,,0,
CZ4D,2008,441,1,147,LP,32,43,36,33,7,6,,,,4863,
CZ4D,2008,441,2,266,LP,27,57,43,33,11,13,,,,7700,
CZ4D,2008,448,,,LP,,,,,,,,,,0,
CZ4D,2008,455,1,331,LP,30,32,23,21,5,3,,,,2312,
CZ4D,2008,455,2,1813,LP,12,38,28,20,9,7,,,,3343,
CZ4D,2008,462,1,672,LP,11,30,16,23,3,1,,,,1508,
CZ4D,2008,462,2,1060,LP,12,41,20,28,4,2,,,,2576,
CZ4D,2008,462,3,1247,LP,25,51,34,47,9,8,,,,5447,
CZ4D,2008,462,4,1765,LP,4,26,22,26,4,4,,,,1797,
CZ4D,2008,462,5,1954,LP,16,24,12,30,2,2,,,,905,
CZ4D,2008,462,6,2048,LP,12,16,14,10,2,0,,,,704,
CZ4D,2008,469,1,611,LP,10,31,14,17,3,0,,,,1363,
CZ4D,2008,469,2,1153,LP,57,57,55,30,18,13,,,,9849,
CZ4D,2008,469,3,1410,LP,4,16,15,16,1,0,,,,754,
CZ4D,2008,469,4,1557,LP,22,37,22,32,5,4,,,,2557,
CZ4D,2008,469,5,1655,LP,16,16,15,13,2,0,,,,754,
CZ4D,2008,469,6,1931,LP,59,39,59,32,17,13,,,,7229,
CZ4D,2008,476,1,1081,LP,18,43,33,34,9,6,,,,4458,
CZ4D,2008,483,1,253,LP,22,26,22,25,3,4,,,,1797,
CZ4D,2008,490,,,LP,,,,,,,,,,0,
CZ4D,2008,497,1,59,LP,36,58,36,21,9,7,,,,6559,
CZ4D,2008,497,2,453,LP,8,34,18,26,2,0,,,,1923,
CZ4D,2008,504,,,LP,,,,,,,,,,0,
CZ4D,2008,511,1,271,LP,19,50,31,34,9,15,,,,4869,
CZ4D,2008,511,2,452,LP,63,115,94,48,57,56,,,,33960,
CZ4E,2008,42,1,2450,LP,1,13,10,18,1,0,,,,408,
CZ4E,2008,42,2,2648,LP,52,65,60,38,33,6,,,,12252,
CZ4E,2008,42,3,2919,LP,17,35,29,26,7,3,,,,3189,mowed beyond
CZ4E,2008,35,1,1941,LP,36,75,33,33,16,10,,,,7775,
CZ4E,2008,35,2,2040,LP,27,46,25,32,8,1,,,,3613,
CZ4E,2008,35,3,2116,LP,18,49,30,28,8,7,,,,4618,
CZ4E,2008,35,4,2255,LP,7,12,6,7,3,0,,,,226,
CZ4E,2008,35,5,2275,LP,1,23,18,37,2,1,,,,1301,
CZ4E,2008,35,6,2312,LP,66,78,44,49,25,18,,,,10782,mowed beyond
CZ4E,2008,28,,,LP,,,,,,,,,,0,
CZ4E,2008,21,,,LP,,,,,,,,,,0,
CZ4E,2008,14,,,LP,,,,,,,,,,0,
CZ4E,2008,7,,,LP,,,,,,,,,,0,
CZ4E,2008,0,,,LP,,,,,,,,,,0,
CZ4E,2008,49,1,354,LP,12,21,16,25,2,0,,,,1056,
CZ4E,2008,49,2,1047,LP,32,40,18,22,3,3,,,,2262,
CZ4E,2008,49,3,2191,LP,12,21,14,31,1,2,,,,924,
CZ4E,2008,49,4,3284,LP,1,35,10,31,3,3,,,,1100,
CZ4E,2008,49,5,3473,LP,10,31,16,27,3,2,,,,1558,
CZ4E,2008,49,6,3501,LP,11,44,22,32,11,8,,,,3041,mowed beyond
CZ4E,2008,56,1,924,LP,7,14,8,12,2,0,,,,352,
CZ4E,2008,56,2,1407,LP,8,24,12,20,5,0,,,,905,
CZ4E,2008,56,3,3179,LP,9,44,31,38,4,4,,,,4285,
CZ4E,2008,56,4,3376,LP,22,50,24,37,3,3,,,,3770,
CZ4E,2008,56,5,4052,LP,10,28,12,22,4,1,,,,1056,mowed beyond
CZ4E,2008,56,6,4065,LP,16,38,13,36,5,4,,,,1552,
CZ4E,2008,63,1,673,LP,21,31,26,24,3,2,,,,2532,
CZ4E,2008,63,2,996,LP,7,41,30,44,5,6,,,,3864,
CZ4E,2008,63,3,1109,LP,44,51,42,31,12,5,,,,6729,
CZ4E,2008,63,4,3921,LP,3,36,19,27,3,1,,,,2149,mowed beyond
CZ4E,2008,70,1,70,LP,8,29,26,25,5,3,,,,2369,
CZ4E,2008,70,2,342,LP,46,46,35,37,5,6,,,,5058,
CZ4E,2008,70,3,889,LP,8,21,14,30,2,2,,,,924,
CZ4E,2008,70,4,983,LP,54,69,52,34,12,11,,,,11272,
CZ4E,2008,70,5,1240,LP,11,26,12,30,2,2,,,,980,
CZ4E,2008,70,6,1343,LP,60,67,56,34,15,17,,,,11787,
CZ4E,2008,70,7,1459,LP,10,10,8,8,2,0,,,,251,
CZ4E,2008,70,8,1480,LP,67,84,59,43,26,24,,,,15569,
CZ4E,2008,70,9,1609,LP,2,33,22,32,3,2,,,,2281,
CZ4E,2008,70,10,1816,LP,1,48,31,46,6,5,,,,4675,
CZ4E,2008,70,11,1841,LP,18,51,35,39,7,7,,,,5608,
CZ4E,2008,70,12,1934,LP,2,30,17,31,2,2,,,,1602,
CZ4E,2008,77,1,362,LP,15,21,14,20,1,0,,,,924,
CZ4E,2008,77,2,550,LP,5,39,24,35,5,4,,,,2940,
CZ4E,2008,77,3,665,LP,2,22,17,2,2,0,,,,1175,
CZ4E,2008,77,4,876,LP,14,39,25,31,6,3,,,,3063,
CZ4E,2008,77,5,1096,LP,25,34,21,17,5,0,,,,2243,
CZ4E,2008,77,6,1162,LP,6,23,16,45,1,1,,,,1156,
CZ4E,2008,77,7,1221,LP,4,19,7,17,2,1,,,,418,
CZ4E,2008,77,8,1264,LP,8,13,11,26,1,1,,,,449,
CZ4E,2008,77,9,1352,LP,1,27,22,37,3,3,,,,1866,
CZ4E,2008,77,10,1528,LP,27,34,15,35,5,2,,,,1602,
CZ4E,2008,77,11,1715,LP,7,12,10,22,1,0,,,,377,
CZ4E,2008,77,12,1756,LP,8,28,23,32,4,2,,,,2023,
CZ4E,2008,84,1,764,LP,28,47,41,32,5,5,,,,6054,
CZ4E,2008,84,2,876,LP,56,70,56,27,10,10,,,,12315,
CZ4E,2008,84,3,1103,LP,23,56,22,36,7,6,,,,3870,
CZ4E,2008,84,4,1307,LP,31,55,30,44,8,7,,,,5183,
CZ4E,2008,84,5,1341,LP,35,35,14,21,2,0,,,,1539,
CZ4E,2008,84,6,1539,LP,35,57,39,31,8,6,,,,6984,
CZ4E,2008,84,7,1658,LP,30,39,22,27,4,3,,,,2695,
CZ4E,2008,84,8,2000,LP,1,64,30,33,7,6,,,,6032,
CZ4E,2008,84,9,2115,LP,15,15,10,8,1,0,,,,471,
CZ4E,2008,84,10,2183,LP,18,28,16,30,3,3,,,,1407,
CZ4E,2008,84,11,2501,LP,12,44,27,27,6,5,,,,3732,
CZ4E,2008,84,12,2524,LP,7,31,16,18,3,1,,,,1558,
CZ4E,2008,91,1,115,LP,22,52,28,37,17,20,,,,4574,
CZ4E,2008,91,2,231,LP,17,43,24,27,5,0,,,,3242,
CZ4E,2008,91,3,314,LP,16,43,34,24,7,5,,,,4593,
CZ4E,2008,91,4,354,LP,11,27,19,21,3,1,,,,1612,
CZ4E,2008,91,5,1739,LP,11,26,12,11,2,0,,,,980,
CZ4E,2008,91,6,1930,LP,49,66,35,41,6,3,,,,7257,
CZ4E,2008,98,1,96,LP,13,25,15,18,2,1,,,,1178,
CZ4E,2008,98,2,472,LP,21,26,14,27,2,1,,,,1144,
CZ4E,2008,98,3,1140,LP,13,36,20,34,3,2,,,,2262,
CZ4E,2008,98,4,2577,LP,11,16,11,11,1,0,,,,553,
CZ4E,2008,105,0,,LP,,,,,,,,,,0,
CZ4E,2008,112,1,3540,LP,10,37,34,29,4,2,,,,3952,
CZ4E,2008,112,2,3667,LP,20,50,45,35,5,7,,,,7068,
CZ4E,2008,112,3,3795,LP,10,15,10,16,1,0,,,,471,
CZ4E,2008,112,4,3875,LP,10,15,10,13,1,0,,,,471,
CZ4E,2008,119,1,260,LP,17,26,19,16,2,0,,,,1552,
CZ4E,2008,119,2,507,LP,13,19,13,23,2,1,,,,776,
CZ4E,2008,119,3,1440,LP,19,28,16,23,1,1,,,,1407,
CZ4E,2008,119,4,1667,LP,32,36,29,52,5,5,,,,3280,
CZ4E,2008,119,5,3005,LP,27,47,39,35,7,7,,,,5758,
CZ4E,2008,119,6,3177,LP,9,17,14,14,2,0,,,,748,
CZ4E,2008,119,7,3582,LP,12,12,10,11,1,0,,,,377,
CZ4E,2008,119,8,3725,LP,5,5,5,10,1,0,,,,79,
CZ4E,2008,119,9,3745,LP,5,15,10,15,1,0,,,,471,
CZ4E,2008,119,10,3837,LP,14,14,15,24,1,1,,,,660,
CZ4E,2008,119,11,3907,LP,20,21,19,19,4,1,,,,1253,
CZ4E,2008,119,12,4970,LP,10,17,13,21,1,1,,,,694,
CZ4E,2008,119,13,5007,LP,8,15,10,15,1,0,,,,471,
CZ4E,2008,119,14,5065,LP,12,16,11,8,2,0,,,,553,
CZ4E,2008,119,15,5080,LP,10,14,15,14,2,0,,,,660,
CZ4E,2008,119,16,5437,LP,22,30,17,35,2,2,,,,1602,
CZ4E,2008,119,17,5470,LP,15,19,14,27,2,2,,,,836,
